,loss,mae,val_loss,val_mae
0,0.07911965996026993,0.07911965996026993,0.10022269189357758,0.10022269189357758
1,0.04479828476905823,0.04479828476905823,0.09143979847431183,0.09143979847431183
2,0.04036414623260498,0.04036414623260498,0.08930367976427078,0.08930367976427078
3,0.037807971239089966,0.037807971239089966,0.08787813037633896,0.08787813037633896
4,0.036124758422374725,0.036124758422374725,0.08511775732040405,0.08511775732040405
5,0.03452076017856598,0.03452076017856598,0.08264395594596863,0.08264395594596863
6,0.03294319286942482,0.03294319286942482,0.08148395270109177,0.08148395270109177
7,0.03136654943227768,0.03136654943227768,0.07886932045221329,0.07886932045221329
8,0.029962703585624695,0.029962703585624695,0.0755663737654686,0.0755663737654686
9,0.028864333406090736,0.028864333406090736,0.0717042088508606,0.0717042088508606
10,0.027885109186172485,0.027885109186172485,0.06860003620386124,0.06860003620386124
11,0.027095532044768333,0.027095532044768333,0.06622248888015747,0.06622248888015747
12,0.026426568627357483,0.026426568627357483,0.064571812748909,0.064571812748909
13,0.025828339159488678,0.025828339159488678,0.0632801279425621,0.0632801279425621
14,0.025277357548475266,0.025277357548475266,0.062208592891693115,0.062208592891693115
15,0.02476409263908863,0.02476409263908863,0.06125138700008392,0.06125138700008392
16,0.024284368380904198,0.024284368380904198,0.06029735133051872,0.06029735133051872
17,0.023799996823072433,0.023799996823072433,0.05935139209032059,0.05935138836503029
18,0.023332742974162102,0.023332742974162102,0.05825541913509369,0.05825541540980339
19,0.02284964919090271,0.02284964919090271,0.05704281106591225,0.05704281106591225
20,0.022379839792847633,0.022379839792847633,0.055755872279405594,0.055755872279405594
21,0.02196936309337616,0.02196936309337616,0.05434008315205574,0.05434008315205574
22,0.0216403566300869,0.0216403566300869,0.05312395468354225,0.05312395468354225
23,0.021377436816692352,0.021377436816692352,0.05203519016504288,0.05203519016504288
24,0.02113579772412777,0.02113579772412777,0.05107927694916725,0.05107927694916725
25,0.020917072892189026,0.020917072892189026,0.05029379203915596,0.05029379203915596
26,0.020732052624225616,0.020732052624225616,0.049691278487443924,0.049691278487443924
27,0.020567379891872406,0.020567379891872406,0.049196768552064896,0.049196768552064896
28,0.02043033391237259,0.02043033391237259,0.04881340265274048,0.04881340265274048
29,0.02029690518975258,0.02029690518975258,0.04855787009000778,0.04855787009000778
